ticker,name,region,bench
JBH.AX,JB Hi-Fi,AU,^AXJO
JHX.AX,James Hardie,AU,^AXJO
LYC.AX,Lynas,AU,^AXJO
MPL.AX,Medibank,AU,^AXJO
NEM.AX,Newmont,AU,^AXJO
NST.AX,Northern Star Resources,AU,^AXJO
NWS.AX,News Corp,AU,^AXJO
ORG.AX,Origin Energy,AU,^AXJO
PME.AX,Pro Medicus,AU,^AXJO
QAN.AX,Qantas,AU,^AXJO
QBE.AX,QBE Insurance,AU,^AXJO
REA.AX,REA Group,AU,^AXJO
RIO.AX,Rio Tinto,AU,^AXJO
RMD.AX,ResMed,AU,^AXJO
S32.AX,South32,AU,^AXJO
SCG.AX,Scentre Group,AU,^AXJO
SGH.AX,Seven Group Holdings,AU,^AXJO
SGP.AX,Stockland,AU,^AXJO
SIG.AX,Sigma Healthcare,AU,^AXJO
SOL.AX,Soul Patts,AU,^AXJO
STO.AX,Santos,AU,^AXJO
SUN.AX,Suncorp,AU,^AXJO
TCL.AX,Transurban,AU,^AXJO
VAS.AX,Vanguard Australian Shares,AU,^AXJO
WOW.AX,Woolworths,AU,^AXJO
XRO.AX,Xero,AU,^AXJO
XYZ.AX,Block,AU,^AXJO
A17U.SI,CapitaLand Ascendas REIT,SG,^STI
9CI.SI,CapitaLand Investment,SG,^STI
C09.SI,City Developments Limited,SG,^STI
D01.SI,DFI Retail Group Holdings Limited,SG,^STI
J69U.SI,Frasers Centrepoint Trust,SG,^STI
BUOU.SI,Frasers Logistics & Commercial Trust,SG,^STI
H78.SI,Hongkong Land Holdings,SG,^STI
J36.SI,Jardine Matheson Holdings Limited,SG,^STI
BN4.SI,Keppel Corporation,SG,^STI
AJBU.SI,Keppel DC Reit,SG,^STI
ME8U.SI,Mapletree Industrial Trust,SG,^STI
M44U.SI,Mapletree Logistics Trust,SG,^STI
N2IU.SI,Mapletree Pan Asia Commercial Trust,SG,^STI
S58.SI,SATS,SG,^STI
5E2.SI,Seatrium Limited,SG,^STI
U96.SI,Sembcorp Industries,SG,^STI
S68.SI,Singapore Exchange,SG,^STI
Y92.SI,Thai Beverages,SG,^STI
U14.SI,UOL Group,SG,^STI
V03.SI,Venture Corporation,SG,^STI
F34.SI,Wilmar International,SG,^STI
BS6.SI,Yangzijiang Shipbuilding Holdings [zh],SG,^STI
